,MW
PLIPA2A160pp,66.3254
LPLIPAL2E120,38.9778
EAR100x,111.4545
EAR120x,111.4545
EAR160x,111.4545
EAR140y,111.4545
3OAS121,85.2257
3OAS80_num1,85.2257
3OAS80_num2,86.0906
3OAS100_num1,85.2257
3OAS100_num2,86.0906
3OAS120_num1,86.0906
3OAS120_num2,85.2257
3OAR40,102.2401
3OAR100,102.2401
3HAD60_num1,37.9377
3HAD60_num2,102.1965
3HAD100_num1,37.9377
3HAD100_num2,102.1965
3HAD140_num1,37.9377
3HAD140_num2,102.1965
3HAD160_num1,37.9377
3HAD160_num2,102.1965
AGPAT180,27.4528
AGPAT141,27.4528
AGPAT161,27.4528
DASYN120,31.4534
EAR40x,111.4545
EAR60y,111.4545
MLDEP1pp,60.2727
MLDEP2pp,60.2727
MLTGY2pp_num1,49.4169
MLTGY2pp_num2,22.2263
MLTGY2pp_num3,40.4101
MLTGY2pp_num4,40.112
MLTGY2pp_num5,73.3523
MLTGY2pp_num6,40.2553
MLTGY2pp_num7,58.3014
MLTGY2pp_num8,38.2469
MLTGY4pp_num1,49.4169
MLTGY4pp_num2,40.112
MLTGY4pp_num3,40.2553
MLTGY4pp_num4,73.3523
MLTGY4pp_num5,40.4101
MLTGY4pp_num6,22.2263
MLTGY4pp_num7,58.3014
MLTGY4pp_num8,38.2469
EAR60x,111.4545
EAR80x,111.4545
PE181abcpp,128.92
NTP11,36.4249
3OAS180_num1,86.0906
3OAS180_num2,85.2257
3HAD180_num1,37.9377
3HAD180_num2,102.1965
CDAPPA120,28.4504
PSSA120,52.8011
PSD120,35.934
PAPA120,29.0209
MDDEP1pp_num1,21.0396
MDDEP1pp_num2,29.9162
MDDEP1pp_num3,60.2727
MDDEP1pp_num4,51.7977
MDDEP1pp_num5,33.887
MDDEP1pp_num6,49.0572
MDDEP1pp_num7,41.8486
MDDEP2pp_num1,21.0396
MDDEP2pp_num2,29.9162
MDDEP2pp_num3,60.2727
MDDEP2pp_num4,51.7977
MDDEP2pp_num5,33.887
MDDEP2pp_num6,49.0572
MDDEP2pp_num7,41.8486
PSD181,35.934
DAGK180,39.7336
DAGK181,39.7336
PLIPA2E120pp,66.3254
PLIPA2G141pp,66.3254
PLIPA2G161pp,66.3254
LPLIPAL1A120pp,94.4875
LPLIPAL1A140pp,94.4875
LPLIPAL1A181pp,94.4875
LPLIPAL1E120pp,94.4875
3OAR180,102.2401
G3PAT120,100.0198
PGSA120,20.7004
TDSR2,116.7837
GTHRDtex_num1,41.2193
GTHRDtex_num2,116.7646
GTHRDtex_num3,117.9984
GTHRDtex_num4,121.1028
GTHRDabc2pp,127.9748
NADHPO,319.9647
ACOAD7f,89.2234
ACOAD8f,89.2234
ACOAD5f,89.2234
ACOAD3f,89.2234
ACOAD2f,89.2234
ACOAD4f,89.2234
ACOAD6f,89.2234
NADH16pp,540.408
NADH18pp,540.408
GLYBt2pp_num1,52.8805
GLYBt2pp_num2,109.6903
DSERt2pp,51.6591
ALAt4pp,51.6623
LYSt3pp_num1,23.1754
LYSt3pp_num2,32.3397
CTBTCAL2,58.5585
BGLA1_num1,53.9343
BGLA1_num2,202.0476
BGLA1_num3,53.1607
GDPMNP,43.4968
AMMQLT8,28.0729
FA120ACPHi,22.9608
FA80ACPHi,22.9608
FA140ACPHi,22.9608
FA100ACPHi,22.9608
CRNDCAL2,58.5585
CRNCAL2,58.5585
CHLt2pp_num1,75.8413
CHLt2pp_num2,52.8805
GLYt4pp,51.6623
FRULYSE,249.3482
FRULYSt2pp,47.576
TUNGStex_num1,41.2193
TUNGStex_num2,117.9984
TUNGStex_num3,121.1028
TUNGStex_num4,116.7646
COBALT2tpp_num1,26.4845
COBALT2tpp_num2,36.5893
OXCDC,242.3221
LPLIPAL2A140,38.9778
LPLIPAL2A160,38.9778
LPLIPAL2A161,38.9778
LPLIPAL2A180,38.9778
LPLIPAL2A181,38.9778
UM3PL,49.8736
UM4PL,49.8736
2MAHMP_num1,30.3706
2MAHMP_num2,17.4327
ZN2tpp,26.4845
NI2tpp,36.5893
COBALT2t3pp_num1,34.678
COBALT2t3pp_num2,65.8537
PLIPA1A120pp,66.3254
PLIPA1A140pp,66.3254
PLIPA1A141pp,66.3254
PLIPA1A160pp,66.3254
PLIPA1A161pp,66.3254
PLIPA1A180pp,66.3254
LPLIPAL2A120,38.9778
CAt6pp,34.7402
5DGLCNt2rpp,46.0407
GALCTNt2pp,47.0761
GALCTNLtex_num1,117.9984
GALCTNLtex_num2,121.1028
GALCTNLtex_num3,41.2193
GALCTNLtex_num4,116.7646
KDUI,186.4561
CA2t3pp,39.168
NADH17pp,540.408
FA161ACPHi,22.9608
FA141ACPHi,22.9608
ARGt3pp,23.1754
FA160ACPHi,22.9608
MALDtex_num1,116.7646
MALDtex_num2,41.2193
MALDtex_num3,121.1028
MALDtex_num4,117.9984
OROTtex_num1,121.1028
OROTtex_num2,41.2193
OROTtex_num3,117.9984
OROTtex_num4,116.7646
PPAt4pp,54.3435
OROTt2_2pp,45.4357
MALDt2_2pp,45.4357
5DGLCNtex_num1,117.9984
5DGLCNtex_num2,41.2193
5DGLCNtex_num3,116.7646
5DGLCNtex_num4,121.1028
DTARTD,120.2092
PLIPA2E161pp,66.3254
PLIPA2E180pp,66.3254
PLIPA2G120pp,66.3254
PLIPA2G180pp,66.3254
LPLIPAL1A161pp,94.4875
LPLIPAL1A160pp,94.4875
PSCLYSt2pp,47.576
LYSt2pp,53.5752
GLYt2pp_num1,52.8805
GLYt2pp_num2,51.6591
ALAt2pp_num1,51.6591
ALAt2pp_num2,53.054
BALAt2pp,51.6591
DALAt2pp,51.6591
FE2tpp,26.4845
MN2tpp,26.4845
MG2tpp,36.5893
NI2t3pp_num1,65.8537
NI2t3pp_num2,34.678
PPAtex_num1,117.9984
PPAtex_num2,116.7646
PPAtex_num3,41.2193
PPAtex_num4,121.1028
GALCTNLt2pp,49.44
GALCTLO,36.4475
PSCLYStex_num1,41.2193
PSCLYStex_num2,117.9984
PSCLYStex_num3,121.1028
PSCLYStex_num4,116.7646
THYMtex_num1,121.1028
THYMtex_num2,116.7646
THYMtex_num3,41.2193
THYMtex_num4,117.9984
CU2tpp,26.4845
FE2t3pp,65.8537
MN2t3pp_num1,65.8537
MN2t3pp_num2,34.678
CD2tpp,26.4845
THRA_num1,90.6321
THRA_num2,145.9772
XYLK2_num1,122.1774
XYLK2_num2,110.3085
GLDBRAN2,73.5758
CLt3_2pp,100.6962
POR5_num1,148.5596
POR5_num2,148.5229
HACD8_num1,159.1859
HACD8_num2,77.0713
CTECOAI8,159.1859
CTECOAI6,159.1859
MALCOAMT,28.2759
OGMEACPS,67.0295
OGMEACPR,102.2401
OPMEACPS,85.2257
LIPAabctex,286.4313
DGUNC_num1,51.7819
DGUNC_num2,38.5452
DGUNC_num3,185.8066
DGUNC_num4,67.7262
DGUNC_num5,106.3541
CDGUNPD_num1,74.6641
CDGUNPD_num2,180.5187
CDGUNPD_num3,171.2133
CDGUNPD_num4,29.6009
CDGUNPD_num5,81.4488
LDGUNPD,74.6641
MPTAT,63.6663
MOADSUx,107.6936
CMtpp_num1,753.5352
CMtpp_num2,755.1141
FUSAtpp_num1,755.1141
FUSAtpp_num2,753.5352
MINCYCtex_num1,117.9984
MINCYCtex_num2,41.2193
MINCYCtex_num3,116.7646
MINCYCtex_num4,121.1028
MINCYCtpp_num1,753.5352
MINCYCtpp_num2,755.1141
DOXRBCNtex_num1,41.2193
DOXRBCNtex_num2,117.9984
DOXRBCNtex_num3,121.1028
DOXRBCNtex_num4,116.7646
DOXRBCNtpp_num1,755.1141
DOXRBCNtpp_num2,753.5352
REPHACCOAI,28.4043
ACPPAT141,46.8534
ACPPAT161,46.8534
ACPPAT180,46.8534
APG3PAT160,22.1932
APG3PAT161,22.1932
APG3PAT180,22.1932
ICYSDS,90.178
I4FE4SR,13.8484
S2FE2ST,183.3309
BMOCOS,88.1335
BWCOS,88.1335
BWCOGDS1,21.6426
BWCOGDS2,21.6426
DHNPTE,108.9549
DHMPTR,26.348
NOVBCNtpp_num1,753.5352
NOVBCNtpp_num2,755.1141
CMtex_num1,41.2193
CMtex_num2,121.1028
CMtex_num3,117.9984
CMtex_num4,116.7646
LALALGLUtex_num1,117.9984
LALALGLUtex_num2,41.2193
LALALGLUtex_num3,116.7646
LALALGLUtex_num4,121.1028
LALADGLUtpp_num1,53.5746
LALADGLUtpp_num2,54.1583
LALADGLUtpp_num3,53.9905
LALADGLUtpp_num4,53.054
I2FE2SS,104.0264
I2FE2ST,60.0721
I2FE2SS2,104.0264
I4FE4ST,60.0721
S4FE4ST,183.3309
S2FE2SS2,277.1977
BTS5,77.2954
5MTRtex_num1,121.1028
5MTRtex_num2,41.2193
5MTRtex_num3,117.9984
5MTRtex_num4,116.7646
LALADGLUtex_num1,116.7646
LALADGLUtex_num2,121.1028
LALADGLUtex_num3,41.2193
LALADGLUtex_num4,117.9984
LALALGLUtpp_num1,53.054
LALALGLUtpp_num2,53.9905
LALALGLUtpp_num3,53.5746
LALALGLUtpp_num4,54.1583
3AMACHYD,28.8978
3HPPtex_num1,121.1028
3HPPtex_num2,41.2193
3HPPtex_num3,117.9984
3HPPtex_num4,116.7646
CCGS,25.5139
CDGR,65.1742
MSAR_num1,21.5701
MSAR_num2,108.9945
ACPPAT120,46.8534
CPH4S,82.6364
SHCHCS3,27.682
URACPAH,25.2084
POAACR,13.7627
ACPPAT160,46.8534
ACPPAT181,46.8534
APH141,10.2996
APH161,10.2996
APH180,10.2996
APH181,10.2996
GTHPi,20.4693
SEPHCHCS,122.7326
DHNCOAS,189.7966
DHNCOAT,59.7804
I2FE2SR,104.0264
TYRL,26.8958
THZPSN3,600.7236
APG3PAT120,22.1932
APH120,10.2996
MOCDS,21.5136
FUSAtex_num1,41.2193
FUSAtex_num2,121.1028
FUSAtex_num3,117.9984
FUSAtex_num4,116.7646
QUIN2tex_num1,116.7646
QUIN2tex_num2,121.1028
QUIN2tex_num3,41.2193
QUIN2tex_num4,117.9984
FORCT,91.6553
PACCOAE,131.9616
OXDHCOAT,70.6804
HADPCOADH3,51.732
O16A4COLIPAabctex,286.4313
COLIPAabctex,286.4313
ENLIPAabctex,286.4313
PYROX,59.9676
BMOGDS1,21.6426
MPTS,51.4773
MOCOS,88.1335
BMOGDS2,21.6426
S2FE2SR,277.1977
ACACT8r_num1,46.53
ACACT8r_num2,81.7516
CTECOAI7,159.1859
CLIPAabctex,286.4313
K2L4Aabctex,286.4313
FDH4pp_num1,170.2542
FDH4pp_num2,511.7059
FDH5pp_num1,511.7059
FDH5pp_num2,170.2542
ACPPAT140,46.8534
APG3PAT140,22.1932
APG3PAT141,22.1932
APG3PAT181,22.1932
APH140,10.2996
APH160,10.2996
OPMEACPD,102.1965
EPMEACPR,111.4545
AOXSr2,83.1875
SCYSDS,120.4668
S2FE2SS,277.1977
S4FE4SR,156.7309
SELtex_num1,121.1028
SELtex_num2,41.2193
SELtex_num3,117.9984
SELtex_num4,116.7646
SELR,233.0399
OGMEACPD,102.1965
EGMEACPR,111.4545
OPMEACPR,102.2401
PMEACPE,28.5047
MEOHtex_num1,121.1028
MEOHtex_num2,117.9984
MEOHtex_num3,41.2193
MEOHtex_num4,116.7646
MECDPDH5_num1,60.3831
MECDPDH5_num2,60.4198
RNTR1c2_num1,179.78
RNTR1c2_num2,242.422
RNTR1c2_num3,242.3853
RNTR1c2_num4,179.7432
RNTR2c2_num1,242.422
RNTR2c2_num2,242.3853
RNTR2c2_num3,179.7432
RNTR2c2_num4,179.78
RNTR3c2_num1,179.7432
RNTR3c2_num2,242.422
RNTR3c2_num3,242.3853
RNTR3c2_num4,179.78
RNTR4c2_num1,179.78
RNTR4c2_num2,242.422
RNTR4c2_num3,242.3853
RNTR4c2_num4,179.7432
FLDR2_num1,47.4506
FLDR2_num2,47.4873
TTRCYCtex_num1,41.2193
TTRCYCtex_num2,117.9984
TTRCYCtex_num3,116.7646
TTRCYCtex_num4,121.1028
TTRCYCtpp_num1,753.5352
TTRCYCtpp_num2,755.1141
FESR,24.8824
OXCOAHDH,73.0018
DHACOAH,27.2371
THFAT,90.6321
FOMETRi,21.1052
SLNTtex_num1,121.1028
SLNTtex_num2,41.2193
SLNTtex_num3,117.9984
SLNTtex_num4,116.7646
GDPTPDP,79.3415
COLIPAKpp,26.7588
MPTSS,53.4371
CPMPS,142.1484
LIPOCT,23.8823
LIPOS,72.1427
OCTNLL,37.9254
LIPATPT,37.9254
LIPAMPL,37.9254
ALDD19xr,214.794
MMM,155.7407
MOGDS,21.6426
WCOS,88.1335
RFAMPtpp_num1,755.1141
RFAMPtpp_num2,753.5352
VPAMTr,46.7107
ACOLIPAabctex,286.4313
ECA4COLIPAabctex,286.4313
COLIPAPabctex,286.4313
TARTRDtex_num1,116.7646
TARTRDtex_num2,41.2193
TARTRDtex_num3,121.1028
TARTRDtex_num4,117.9984
3OXCOAT,42.2761
BTNtex_num1,116.7646
BTNtex_num2,121.1028
BTNtex_num3,41.2193
BTNtex_num4,117.9984
2DGULRGx,70.7902
2DGULRGy,70.7902
AP4AS,115.6518
ARBTptspp_num1,269.2058
ARBTptspp_num2,238.2922
ARBTtex_num1,41.2193
ARBTtex_num2,121.1028
ARBTtex_num3,117.9984
ARBTtex_num4,116.7646
PYDXtex_num1,41.2193
PYDXtex_num2,121.1028
PYDXtex_num3,117.9984
PYDXtex_num4,116.7646
SUCASPtpp_num1,47.9347
SUCASPtpp_num2,45.7502
SUCASPtpp_num3,48.4117
SUCMALtpp_num1,47.9347
SUCMALtpp_num2,45.7502
SUCMALtpp_num3,48.4117
PYDXNtex_num1,41.2193
PYDXNtex_num2,121.1028
PYDXNtex_num3,117.9984
PYDXNtex_num4,116.7646
PYDAMtex_num1,41.2193
PYDAMtex_num2,121.1028
PYDAMtex_num3,117.9984
PYDAMtex_num4,116.7646
13PPDH2,84.193
TARTt2_3pp,47.9347
SUCTARTtpp,47.9347
APCS,64.642
CHTBSptspp,208.7471
CHTBStex_num1,116.7646
CHTBStex_num2,117.9984
CHTBStex_num3,121.1028
CHTBStex_num4,41.2193
CHTBStex_num5,52.7797
TRPtipp,31.5391
TYRtipp,31.5391
GHBDHx,124.6313
APPLDHr,309.694
SPMDt3pp,24.8347
PHEtipp,31.5391
G2PP,29.1718
DHNPA2r,108.9549
GLYC2Pabcpp,192.2574
CRNDtex_num1,116.7646
CRNDtex_num2,41.2193
CRNDtex_num3,121.1028
CRNDtex_num4,117.9984
SHGO,46.0814
NADHXD,54.6497
NADPHHR,142.1283
NADPHHS,142.1283
NADHHS,142.1283
NADHXE,54.6497
SELabcpp_num1,182.5595
SELabcpp_num2,181.6043
PYK2,205.4264
PYK3,205.4264
PYK4,205.4264
NADPHXD,54.6497
NADHHR,142.1283
NADPHXE,54.6497
ALAtpp,16.9489
DHBSZ3FEabcpp,162.6309
FE3DHBZS3R,28.8712
DXYLTD_num1,69.3984
DXYLTD_num2,70.0161
2DDARAA_num1,32.7213
2DDARAA_num2,130.12
2DGLCptspp,295.8814
GNP_num1,24.6641
GNP_num2,20.7796
ALLTAMH2,91.387
UGCIAMH,28.7301
METGLCUR,273.7847
ACOAD1fr,43.0017
23DOGULNt4pp,98.8529
FEENTERES,45.6514
FEENTERR4,28.8712
DXYLONtex_num1,117.9984
DXYLONtex_num2,41.2193
DXYLONtex_num3,121.1028
PSURItex_num1,121.1028
PSURItex_num2,117.9984
PSURItex_num3,41.2193
PSURItex_num4,116.7646
ALR2x,36.3284
OMPHHXy,42.2878
CHLt3pp,47.8329
GLYBt3pp,47.8329
AI2tpp,37.5424
Ftpp,27.5543
SQVOSI,284.5924
6D6SPA,31.9827
DHPStr,50.9815
SQtr,51.5736
DHPStex,27.1999
FMNtex_num1,121.1028
FMNtex_num2,117.9984
FMNtex_num3,116.7646
FMNtex_num4,41.2193
AI2K,57.5442
CLBtex_num1,117.9984
CLBtex_num2,116.7646
CLBtex_num3,41.2193
CLBtex_num4,121.1028
ACOXT,83.3406
2HESR_num1,64.7824
2HESR_num2,49.0312
CHOLID,107.1132
CHOLATEtpp,44.687
4ABZGLUH,197.5614
4ABZGLUtr,54.8852
PHDA,204.0983
TEO2M,45.061
PACOAT,59.4024
CYSItpp,32.8652
DHPTDNR,47.8098
DHPTDNRN,47.8098
PCNO,69.4467
HPACOAT,59.4024
PUACGAMtr,66.8468
DC6PDA,27.7734
5DGLCNR,27.5624
PIt2rpp_num1,53.3884
PIt2rpp_num2,53.8081
LEUt2rpp,46.2082
LCTStpp,46.5027
ILEt3pp,44.777
METt3pp_num1,23.2004
METt3pp_num2,44.777
GSNt3pp,41.8415
CLtipp,44.1529
5DKGR_num1,27.0697
5DKGR_num2,27.5624
PItpp,59.4663
LEUt3pp_num1,23.2004
LEUt3pp_num2,44.777
INSt3pp,41.8415
INDOLEt2rpp,44.332
ILEt2rpp,46.2082
GLYtpp,119.1185
PYK6,205.4264
FADt,60.0599
FADtex_num1,41.2193
FADtex_num2,116.7646
FADtex_num3,121.1028
FADtex_num4,117.9984
AI2abcpp,219.1759
PAI2I,11.2547
4HBZt3pp,108.3647
CURR,75.2186
LKDRA,173.494
METNA,38.4949
XYHDL,528.47
2DGLCtex_num1,121.1028
2DGLCtex_num2,41.2193
2DGLCtex_num3,116.7646
2DGLCtex_num4,117.9984
E4PP_num1,29.7074
E4PP_num2,23.0072
E4PP_num3,30.4125
E4PP_num4,20.7796
E4PP_num5,24.33
PUACGAMS,66.8468
RU5PP,23.0072
6D6SFK,31.7273
3SLAR,124.6313
SQtex,27.1999
URATEtex_num1,117.9984
URATEtex_num2,121.1028
URATEtex_num3,116.7646
URATEtex_num4,41.2193
CBL1tonex,136.3141
CBItonex,136.3141
ARHGDx,176.701
CPL,31.8448
INOSTO,61.1637
HPYRP,21.4354
PSURIK,33.5726
Ftex_num1,121.1028
Ftex_num2,116.7646
Ftex_num3,117.9984
Ftex_num4,41.2193
CYSItex_num1,41.2193
CYSItex_num2,117.9984
CYSItex_num3,116.7646
CYSItex_num4,121.1028
SERtpp,32.3238
QUINDHyi,62.4549
PNSPA,26.4822
4HTHRK,67.2466
URATEtpp,51.7574
CS1tex_num1,116.7646
CS1tex_num2,117.9984
CS1tex_num3,121.1028
CS1tex_num4,41.2193
ADOCBLtonex,136.3141
PETNT181pp,63.8036
ARMEPNS,101.124
RPNTPH,42.0099
PRCPD,55.6949
MEPNtex_num1,121.1028
MEPNtex_num2,117.9984
MEPNtex_num3,116.7646
MEPNtex_num4,41.2193
UDPGPT,52.4079
MEPNabcpp,96.2667
OMMBLHXy,42.953
OPHHXy,44.2441
PROD3,287.6269
F1PP_num1,30.4125
F1PP_num2,20.7796
F1PP_num3,23.0072
F1PP_num4,29.7208
ACP1p,98.876
3HPADHi,53.418
4ABZGLUtex_num1,121.1028
4ABZGLUtex_num2,116.7646
4ABZGLUtex_num3,41.2193
4ABZGLUtex_num4,117.9984
2HPTCOAT,63.973
MC6PH,202.0476
SLNTabcpp_num1,182.5595
SLNTabcpp_num2,181.6043
VALt2rpp,46.2082
VALt3pp_num1,38.1308
VALt3pp_num2,44.777
MN2tipp,20.1167
PSURItpp,43.4312
CYSTA,87.1457
FE3DCITR5,28.8712
4HTHRA,145.9772
GAPP,24.33
METGLCURt2pp,49.9074
METGLCURtex_num1,121.1028
METGLCURtex_num2,41.2193
METGLCURtex_num3,116.7646
METGLCURtex_num4,117.9984
FMNt,60.0599
AI2tex_num1,116.7646
AI2tex_num2,121.1028
AI2tex_num3,117.9984
AI2tex_num4,41.2193
PAI2T,318.9241
CUt2pp_num1,216.2694
CUt2pp_num2,326.2146
CUt2pp_num3,127.2137
CUt2pp_num4,74.7829
CUt2pp_num5,271.2782
CUt2pp_num6,867.7627
CUt2pp_num7,573.3192
DHCURR,75.2186
RHMND,353.8079
3HBZCT,59.8798
CXSAMS,55.5527
THRt2rpp,48.8784
SERt2rpp_num1,46.9058
SERt2rpp_num2,48.8784
ACOAD1f,89.2234
AMPNTAT,16.5697
SQGH,77.2741
ASPtpp,59.4284
FUMt1pp,59.4284
SUCCt1pp,59.4284
QUINDH,62.4549
LCARSyi,37.978
GTHOr_reverse,97.5439
MAN6PI_reverse,42.8494
TMDPP_reverse,94.4132
HCO3E_reverse_num1,100.3859
HCO3E_reverse_num2,47.528
IMPC_reverse,57.3286
ECOAH4_reverse_num1,77.0713
ECOAH4_reverse_num2,159.1859
NDPK5_reverse_num1,23.5857
NDPK5_reverse_num2,61.853
DHORTS_reverse,77.6539
ICDHyr_reverse,91.5124
ACALD_reverse_num1,33.4421
ACALD_reverse_num2,3845.0436
ALAR_reverse_num1,77.6884
ALAR_reverse_num2,78.305
ALATA_L_reverse_num1,91.0337
ALATA_L_reverse_num2,92.4313
PPM_reverse,44.3694
ASPTA_reverse_num1,87.1457
ASPTA_reverse_num2,87.0746
A5PISO_reverse_num1,140.7829
A5PISO_reverse_num2,136.1243
IPPMIb_reverse,72.3685
PSCVT_reverse,46.0953
ECOAH6_reverse_num1,77.0713
ECOAH6_reverse_num2,159.1859
ENO_reverse,91.3088
FBA_reverse_num1,78.2936
FBA_reverse_num2,381.0875
PGI_reverse,123.058
PGK_reverse,41.1177
RPE_reverse,24.554
TALA_reverse_num1,70.4376
TALA_reverse_num2,35.6584
TKT1_reverse_num1,144.4218
TKT1_reverse_num2,73.0418
ALCD2x_reverse_num1,3845.0436
ALCD2x_reverse_num2,141.5167
RMI_reverse,188.7955
NDPK6_reverse_num1,23.5857
NDPK6_reverse_num2,61.853
NDPK8_reverse_num1,23.5857
NDPK8_reverse_num2,61.853
PYNP2r_reverse,162.9527
DURIPP_reverse_num1,94.4132
DURIPP_reverse_num2,155.6978
TRPAS2_reverse,211.0914
ILETA_reverse,204.5595
VALTA_reverse,204.5595
ORPT_reverse,47.1334
PTAr_reverse_num1,463.0271
PTAr_reverse_num2,72.1326
ACKr_reverse_num1,42.4332
ACKr_reverse_num2,43.29
ACKr_reverse_num3,43.3836
AIRC3_reverse,142.2409
ADSL2r_reverse,206.1686
PUNP5_reverse_num1,179.0058
PUNP5_reverse_num2,155.6978
PUNP6_reverse_num1,155.6978
PUNP6_reverse_num2,179.0058
PUNP7_reverse,179.0058
PUNP1_reverse,155.6978
PUNP2_reverse,155.6978
PUNP3_reverse_num1,179.0058
PUNP3_reverse_num2,155.6978
LYSAM_reverse,38.7492
IPPMIa_reverse,72.3685
MDH_reverse,64.6738
FUM_reverse_num1,120.2092
FUM_reverse_num2,120.5957
FUM_reverse_num3,201.9533
OHPBAT_reverse,79.5657
AGPR_reverse,35.9517
G1SAT_reverse,90.7313
GUI1_reverse,53.9866
PGAMT_reverse,47.543
GLUR_reverse,31.0016
UAG2E_reverse,84.4882
HACD5_reverse_num1,159.1859
HACD5_reverse_num2,77.0713
GHMT2r_reverse,90.6321
ADK4_reverse,23.5857
KARA1_reverse,216.2737
KARA2_reverse,216.2737
ICHORS_copy2_reverse,97.5279
DHBD_reverse,104.9974
RBP4E_reverse_num1,25.2774
RBP4E_reverse_num2,102.0744
RBP4E_reverse_num3,25.5606
HACD6_reverse_num1,159.1859
HACD6_reverse_num2,77.0713
ECOAH1_reverse_num1,77.0713
ECOAH1_reverse_num2,159.1859
ECOAH2_reverse_num1,77.0713
ECOAH2_reverse_num2,159.1859
ECOAH3_reverse_num1,77.0713
ECOAH3_reverse_num2,159.1859
UGLT_reverse,79.2904
XYLI2_reverse,198.9657
PMANM_reverse,50.462
UDPG4E_reverse,74.5293
XYLI1_reverse,198.9657
LCARS_reverse,81.0258
ALCD19_reverse_num1,141.5167
ALCD19_reverse_num2,3845.0436
RMPA_reverse,120.5806
SBTPD_reverse,111.4302
GLTPD_reverse,74.7794
TGBPA_reverse_num1,172.3651
TGBPA_reverse_num2,77.9198
MANAO_reverse,53.5796
TAGURr_reverse,54.8076
HACD4_reverse_num1,159.1859
HACD4_reverse_num2,77.0713
HACD7_reverse_num1,77.0713
HACD7_reverse_num2,159.1859
ADK1_reverse,23.5857
SERASr_reverse,141.9892
MLTP2_reverse,181.0425
CYTK1_reverse,24.746
CYTK2_reverse,24.746
GK1_reverse,47.1848
HACD1_reverse_num1,159.1859
HACD1_reverse_num2,77.0713
HACD2_reverse_num1,159.1859
HACD2_reverse_num2,77.0713
NDPK7_reverse_num1,23.5857
NDPK7_reverse_num2,61.853
GLYAT_reverse,86.2331
CRNBTCT_reverse,90.2525
CRNCBCT_reverse,90.2525
CRNCDH_reverse,28.1899
NDPK2_reverse_num1,23.5857
NDPK2_reverse_num2,61.853
NDPK3_reverse_num1,61.853
NDPK3_reverse_num2,23.5857
NDPK4_reverse_num1,23.5857
NDPK4_reverse_num2,61.853
DGK1_reverse,47.1848
DTMPK_reverse,23.7828
NDPK1_reverse_num1,23.5857
NDPK1_reverse_num2,61.853
PGMT_reverse_num1,58.3602
PGMT_reverse_num2,20.7796
PGMT_reverse_num3,23.5646
UMPK_reverse_num1,24.746
UMPK_reverse_num2,155.8199
DDPGALA_reverse,21.3903
F6PA_reverse_num1,229.9656
F6PA_reverse_num2,23.5549
IDOND_reverse,37.1462
MCOATA_reverse,41.0563
DAPE_reverse,60.4165
SDPTA_reverse_num1,91.5482
SDPTA_reverse_num2,44.7285
SDPTA_reverse_num3,87.5329
SDPTA_reverse_num4,87.3297
SDPTA_reverse_num5,79.5657
ARAI_reverse,336.4401
M1PD_reverse,41.1385
G3PD2_reverse,72.7224
FCI_reverse,389.8559
FCLPA_reverse_num1,23.2222
FCLPA_reverse_num2,95.1002
UAGAAT_reverse,92.8784
PRPPS_reverse,34.2179
PRMICI_reverse,26.0323
SERAT_reverse,175.8978
ASPK_reverse_num1,177.7732
ASPK_reverse_num2,356.4769
ASPK_reverse_num3,97.0623
ASAD_reverse,80.0348
CBMKr_reverse,31.6437
AMANAPEr_reverse,24.0734
NNATr_reverse,24.5276
GAPD_reverse,142.1283
ARGSL_reverse,50.3176
ACOATA_reverse,75.6689
MLTP3_reverse,181.0425
OCBT_reverse_num1,110.7201
OCBT_reverse_num2,110.4802
GARFT_reverse,23.238
PHETA1_reverse_num1,87.1457
PHETA1_reverse_num2,87.0746
PHETA1_reverse_num3,204.5595
MCITL2_reverse,128.5372
ACOTA_reverse_num1,91.5482
ACOTA_reverse_num2,87.3297
ACOTA_reverse_num3,87.5329
ACOTA_reverse_num4,44.7285
PRAGSr_reverse,45.9398
PPAKr_reverse,43.3836
PPM2_reverse,44.3694
G6PDH2r_reverse,55.7038
FBA3_reverse,78.2936
ADK3_reverse,23.5857
HSDy_reverse_num1,177.7732
HSDy_reverse_num2,356.4769
GLUtex_reverse_num1,41.2193
GLUtex_reverse_num2,116.7646
GLUtex_reverse_num3,117.9984
GLUtex_reverse_num4,121.1028
GLYtex_reverse_num1,41.2193
GLYtex_reverse_num2,116.7646
GLYtex_reverse_num3,117.9984
GLYtex_reverse_num4,121.1028
GLYALDtex_reverse_num1,41.2193
GLYALDtex_reverse_num2,116.7646
GLYALDtex_reverse_num3,117.9984
GLYALDtex_reverse_num4,121.1028
GLYBtex_reverse_num1,41.2193
GLYBtex_reverse_num2,116.7646
GLYBtex_reverse_num3,117.9984
GLYBtex_reverse_num4,121.1028
GLYCtex_reverse_num1,41.2193
GLYCtex_reverse_num2,116.7646
GLYCtex_reverse_num3,117.9984
GLYCtex_reverse_num4,121.1028
GLYC3Ptex_reverse_num1,41.2193
GLYC3Ptex_reverse_num2,116.7646
GLYC3Ptex_reverse_num3,117.9984
GLYC3Ptex_reverse_num4,121.1028
GLYCLTtex_reverse_num1,41.2193
GLYCLTtex_reverse_num2,116.7646
GLYCLTtex_reverse_num3,117.9984
GLYCLTtex_reverse_num4,121.1028
GTPtex_reverse_num1,116.7646
GTPtex_reverse_num2,41.2193
